x(mm),y(mm),z(mm),x/H,y/H,z/H,<u/uH>,<v/uH>,<w/uH>,<urms/uH>,<vrms/uH>,<wrms/uH>,<k/uH2>,<uref-u>,<uref-v>,<uref-w>
200,0,10,1.000,0.000,0.050,0.1148 ,0.0005 ,-0.0161 ,0.1768 ,0.2292 ,0.1175 ,0.0488 ,5.3250 ,5.0588 ,6.0791 
200,0,12.5,1.000,0.000,0.065,0.1571 ,0.0085 ,-0.0336 ,0.1918 ,0.2595 ,0.1283 ,0.0603 ,5.3529 ,5.7640 ,5.3274 
200,0,25,1.000,0.000,0.125,0.1561 ,-0.0030 ,-0.0183 ,0.1915 ,0.2413 ,0.1640 ,0.0609 ,5.3018 ,5.0531 ,6.0767 
200,0,50,1.000,0.000,0.250,0.2392 ,-0.0073 ,-0.0560 ,0.2087 ,0.2831 ,0.2086 ,0.0836 ,5.3506 ,5.7487 ,5.2984 
200,0,100,1.000,0.000,0.500,0.3169 ,0.0002 ,-0.0851 ,0.2153 ,0.3154 ,0.2360 ,0.1008 ,5.3249 ,5.7559 ,5.3015 
200,0,150,1.000,0.000,0.750,0.3992 ,0.0163 ,-0.0965 ,0.2151 ,0.2719 ,0.2450 ,0.0901 ,5.2794 ,5.0537 ,6.0443 
200,0,175,1.000,0.000,0.875,0.5514 ,0.0160 ,-0.1054 ,0.2379 ,0.2575 ,0.2241 ,0.0866 ,5.3125 ,5.0448 ,6.0820 
200,0,190,1.000,0.000,0.950,0.6524 ,0.0184 ,-0.1156 ,0.2574 ,0.2265 ,0.2061 ,0.0800 ,5.3071 ,5.0312 ,6.0911 
200,0,200,1.000,0.000,1.000,0.7551 ,0.0180 ,-0.0986 ,0.2484 ,0.2224 ,0.1849 ,0.0727 ,5.3135 ,5.0406 ,6.0942 
200,0,210,1.000,0.000,1.050,0.8379 ,0.0156 ,-0.0896 ,0.2546 ,0.2076 ,0.1705 ,0.0685 ,5.3208 ,5.0193 ,6.0863 
200,0,225,1.000,0.000,1.125,0.9180 ,0.0127 ,-0.0811 ,0.2321 ,0.1843 ,0.1475 ,0.0548 ,5.3061 ,5.0294 ,6.0965 
200,0,250,1.000,0.000,1.250,1.0102 ,0.0095 ,-0.0584 ,0.2225 ,0.1551 ,0.1230 ,0.0444 ,5.3034 ,5.0239 ,6.0773 
200,0,300,1.000,0.000,1.500,1.1338 ,0.0005 ,-0.0286 ,0.1814 ,0.1270 ,0.1120 ,0.0308 ,5.3282 ,5.0281 ,6.0886 
250,0,10,1.250,0.000,0.050,0.2096 ,-0.0187 ,-0.0157 ,0.1704 ,0.2149 ,0.1110 ,0.0438 ,5.3004 ,5.0043 ,6.0895 
250,0,12.5,1.250,0.000,0.065,0.2618 ,0.0036 ,-0.0337 ,0.1813 ,0.2264 ,0.1280 ,0.0503 ,5.3337 ,5.7137 ,5.3353 
250,0,25,1.250,0.000,0.125,0.2439 ,0.0157 ,-0.0240 ,0.1781 ,0.2256 ,0.1586 ,0.0539 ,5.3294 ,5.0428 ,6.0774 
250,0,50,1.250,0.000,0.250,0.3467 ,0.0004 ,-0.0532 ,0.2126 ,0.2704 ,0.1912 ,0.0774 ,5.3207 ,5.7194 ,5.3289 
250,0,100,1.250,0.000,0.500,0.4657 ,0.0024 ,-0.0894 ,0.2207 ,0.2961 ,0.2228 ,0.0930 ,5.4047 ,5.7185 ,5.3555 
250,0,150,1.250,0.000,0.750,0.5312 ,0.0112 ,-0.0738 ,0.2201 ,0.2602 ,0.2241 ,0.0832 ,5.3153 ,5.0229 ,6.1114 
250,0,175,1.250,0.000,0.875,0.6548 ,0.0202 ,-0.0866 ,0.2404 ,0.2329 ,0.2085 ,0.0778 ,5.3425 ,5.0176 ,6.0738 
250,0,190,1.250,0.000,0.950,0.7558 ,0.0124 ,-0.0854 ,0.2515 ,0.2155 ,0.1865 ,0.0722 ,5.3121 ,4.9916 ,6.1011 
250,0,200,1.250,0.000,1.000,0.8139 ,0.0140 ,-0.0829 ,0.2484 ,0.2036 ,0.1793 ,0.0677 ,5.3237 ,4.9970 ,6.0737 
250,0,210,1.250,0.000,1.050,0.8877 ,0.0100 ,-0.0707 ,0.2438 ,0.1940 ,0.1595 ,0.0613 ,5.3333 ,5.0228 ,6.0893 
250,0,225,1.250,0.000,1.125,0.9512 ,0.0120 ,-0.0667 ,0.2263 ,0.1805 ,0.1450 ,0.0524 ,5.3353 ,5.0038 ,6.1143 
250,0,250,1.250,0.000,1.250,1.0459 ,0.0030 ,-0.0479 ,0.2051 ,0.1546 ,0.1257 ,0.0409 ,5.3283 ,5.0222 ,6.0839 
250,0,300,1.250,0.000,1.500,1.1583 ,0.0009 ,-0.0198 ,0.1801 ,0.1257 ,0.1185 ,0.0311 ,5.3473 ,5.0372 ,6.1214 
300,0,10,1.500,0.000,0.050,0.2819 ,-0.0083 ,-0.0144 ,0.1687 ,0.2079 ,0.1000 ,0.0408 ,5.3137 ,5.0316 ,6.1107 
300,0,12.5,1.500,0.000,0.065,0.3503 ,-0.0239 ,-0.0385 ,0.1736 ,0.2182 ,0.1169 ,0.0457 ,5.3565 ,5.7183 ,5.3455 
300,0,25,1.500,0.000,0.125,0.3300 ,-0.0061 ,-0.0177 ,0.1742 ,0.2201 ,0.1515 ,0.0509 ,5.3192 ,5.0331 ,6.0868 
300,0,50,1.500,0.000,0.250,0.4528 ,-0.0003 ,-0.0658 ,0.2039 ,0.2558 ,0.1818 ,0.0700 ,5.3554 ,5.7066 ,5.3184 
300,0,100,1.500,0.000,0.500,0.5501 ,-0.0019 ,-0.0946 ,0.2176 ,0.2734 ,0.2127 ,0.0837 ,5.3694 ,5.7363 ,5.3431 
300,0,150,1.500,0.000,0.750,0.6307 ,0.0239 ,-0.0747 ,0.2206 ,0.2292 ,0.2102 ,0.0727 ,5.3211 ,5.0200 ,6.0601 
300,0,175,1.500,0.000,0.875,0.7380 ,0.0082 ,-0.0723 ,0.2453 ,0.2146 ,0.1890 ,0.0710 ,5.3246 ,5.0060 ,6.1014 
300,0,190,1.500,0.000,0.950,0.7990 ,0.0054 ,-0.0685 ,0.2346 ,0.2041 ,0.1758 ,0.0638 ,5.3322 ,5.0268 ,6.0967 
300,0,200,1.500,0.000,1.000,0.8781 ,0.0125 ,-0.0661 ,0.2354 ,0.1887 ,0.1658 ,0.0593 ,5.3247 ,5.0124 ,6.1303 
300,0,210,1.500,0.000,1.050,0.8896 ,0.0083 ,-0.0612 ,0.2393 ,0.1844 ,0.1571 ,0.0580 ,5.3222 ,5.0110 ,6.0870 
300,0,225,1.500,0.000,1.125,0.9776 ,0.0046 ,-0.0510 ,0.2314 ,0.1715 ,0.1405 ,0.0514 ,5.2963 ,5.0261 ,6.0897 
300,0,250,1.500,0.000,1.250,1.0341 ,-0.0009 ,-0.0361 ,0.2154 ,0.1519 ,0.1292 ,0.0431 ,5.3257 ,5.0356 ,6.0889 
300,0,300,1.500,0.000,1.500,1.1344 ,-0.0055 ,-0.0218 ,0.1839 ,0.1276 ,0.1169 ,0.0319 ,5.3210 ,5.0551 ,6.0858 
400,0,10.0 ,2.000,0.000,0.050,0.3227 ,-0.0063 ,0.0092 ,0.1473 ,0.1852 ,0.0883 ,0.0319 ,5.2885 ,5.0768 ,6.0954 
400,0,13.0 ,2.000,0.000,0.065,0.3211 ,0.0290 ,-0.0097 ,0.1613 ,0.1900 ,0.1026 ,0.0363 ,5.3816 ,5.7388 ,5.4960 
400,0,25.0 ,2.000,0.000,0.125,0.4016 ,0.0086 ,-0.0080 ,0.1646 ,0.1985 ,0.1359 ,0.0425 ,5.3385 ,5.0214 ,6.0734 
400,0,50.0 ,2.000,0.000,0.250,0.4992 ,0.0172 ,-0.0383 ,0.1913 ,0.2229 ,0.1587 ,0.0557 ,5.3743 ,5.7109 ,5.5097 
400,0,100.0 ,2.000,0.000,0.500,0.6478 ,0.0121 ,-0.0543 ,0.2141 ,0.2228 ,0.1864 ,0.0651 ,5.3592 ,5.7159 ,5.5141 
400,0,150.0 ,2.000,0.000,0.750,0.7132 ,0.0159 ,-0.0434 ,0.2113 ,0.1994 ,0.1767 ,0.0578 ,5.3398 ,5.0567 ,6.0963 
400,0,175.0 ,2.000,0.000,0.875,0.8330 ,0.0122 ,-0.0407 ,0.2206 ,0.1936 ,0.1667 ,0.0570 ,5.3220 ,5.0482 ,6.1135 
400,0,190.0 ,2.000,0.000,0.950,0.8859 ,0.0094 ,-0.0410 ,0.2250 ,0.1810 ,0.1562 ,0.0539 ,5.3455 ,5.0466 ,6.1153 
400,0,200.0 ,2.000,0.000,1.000,0.8808 ,0.0052 ,-0.0311 ,0.2238 ,0.1747 ,0.1596 ,0.0530 ,5.3424 ,5.0334 ,6.0932 
400,0,210.0 ,2.000,0.000,1.050,0.9168 ,0.0036 ,-0.0283 ,0.2314 ,0.1692 ,0.1461 ,0.0518 ,5.3313 ,5.0094 ,6.1018 
400,0,225.0 ,2.000,0.000,1.125,0.9723 ,0.0060 ,-0.0234 ,0.2114 ,0.1641 ,0.1384 ,0.0454 ,5.3732 ,4.9999 ,6.0971 
400,0,250.0 ,2.000,0.000,1.250,1.0452 ,-0.0039 ,-0.0153 ,0.2064 ,0.1525 ,0.1220 ,0.0404 ,5.3495 ,5.0322 ,6.1116 
400,0,300.0 ,2.000,0.000,1.500,1.1197 ,-0.0043 ,-0.0062 ,0.1913 ,0.1273 ,0.1187 ,0.0334 ,5.3354 ,4.9914 ,6.1433 
-150,0,100,-0.750,0.000,0.500,0.47,-0.01,-0.08,0.173,0.148,0.122,0.033,5.24,5.80,5.25
-150,25,100,-0.750,0.125,0.500,0.53,0.11,-0.10,0.178,0.153,0.120,0.035,5.28,5.77,5.21
-150,40,100,-0.750,0.200,0.500,0.60,0.17,-0.10,0.190,0.164,0.120,0.039,5.29,5.77,5.26
-150,50,100,-0.750,0.250,0.500,0.66,0.20,-0.11,0.195,0.165,0.121,0.040,5.26,5.77,5.25
-150,60,100,-0.750,0.300,0.500,0.71,0.22,-0.10,0.187,0.166,0.120,0.038,5.26,5.80,5.23
-150,75,100,-0.750,0.375,0.500,0.76,0.23,-0.08,0.211,0.171,0.120,0.044,5.30,5.73,5.25
-150,100,100,-0.750,0.500,0.500,0.86,0.19,-0.07,0.214,0.172,0.117,0.045,5.28,5.83,5.24
-150,125,100,-0.750,0.625,0.500,0.92,0.16,-0.06,0.227,0.178,0.116,0.048,5.29,5.76,5.24
-150,150,100,-0.750,0.750,0.500,0.91,0.13,-0.04,0.220,0.169,0.121,0.046,5.28,5.77,5.26
-150,200,100,-0.750,1.000,0.500,0.96,0.09,-0.03,0.214,0.166,0.118,0.044,5.27,5.79,5.26
-125,0,100,-0.625,0.000,0.500,0.23,-0.01,-0.15,0.142,0.159,0.144,0.033,5.26,5.80,5.26
-125,25,100,-0.625,0.125,0.500,0.33,0.20,-0.18,0.147,0.167,0.138,0.034,5.30,5.81,5.24
-125,40,100,-0.625,0.200,0.500,0.45,0.34,-0.19,0.157,0.168,0.133,0.035,5.29,5.83,5.26
-125,50,100,-0.625,0.250,0.500,0.56,0.37,-0.18,0.177,0.185,0.133,0.042,5.28,5.78,5.24
-125,60,100,-0.625,0.300,0.500,0.66,0.37,-0.17,0.186,0.186,0.133,0.043,5.26,5.78,5.25
-125,75,100,-0.625,0.375,0.500,0.78,0.36,-0.13,0.207,0.191,0.132,0.048,5.29,5.79,5.26
-125,100,100,-0.625,0.500,0.500,0.94,0.26,-0.08,0.217,0.176,0.123,0.047,5.25,5.79,5.24
-125,125,100,-0.625,0.625,0.500,0.94,0.18,-0.06,0.222,0.172,0.118,0.046,5.27,5.78,5.25
-125,150,100,-0.625,0.750,0.500,0.94,0.14,-0.05,0.214,0.173,0.118,0.045,5.30,5.75,5.26
-125,200,100,-0.625,1.000,0.500,0.93,0.10,-0.03,0.214,0.167,0.124,0.045,5.27,5.77,5.22
-110,0,100,-0.550,0.000,0.500,0.05,-0.02,-0.22,0.120,0.179,0.182,0.040,5.26,5.78,5.25
-110,25,100,-0.550,0.125,0.500,0.12,0.26,-0.25,0.122,0.183,0.186,0.041,5.31,5.81,5.24
-110,40,100,-0.550,0.200,0.500,0.25,0.51,-0.28,0.141,0.193,0.176,0.044,5.25,5.77,5.24
-110,50,100,-0.550,0.250,0.500,0.44,0.64,-0.29,0.164,0.214,0.178,0.052,5.29,5.79,5.25
-110,60,100,-0.550,0.300,0.500,0.69,0.62,-0.25,0.198,0.229,0.164,0.059,5.26,5.76,5.26
-110,75,100,-0.550,0.375,0.500,0.87,0.46,-0.17,0.209,0.209,0.142,0.054,5.30,5.77,5.27
-110,100,100,-0.550,0.500,0.500,0.95,0.28,-0.11,0.212,0.192,0.125,0.049,5.31,5.77,5.25
-110,125,100,-0.550,0.625,0.500,0.96,0.19,-0.06,0.223,0.183,0.122,0.049,5.28,5.75,5.26
-110,150,100,-0.550,0.750,0.500,0.95,0.14,-0.04,0.222,0.169,0.121,0.046,5.30,5.78,5.26
-110,200,100,-0.550,1.000,0.500,0.95,0.10,-0.02,0.217,0.162,0.120,0.044,5.28,5.77,5.25
-100,60,100,-0.500,0.300,0.500,0.83,0.78,-0.32,0.242,0.249,0.215,0.083,5.32,5.77,5.22
-100,75,100,-0.500,0.375,0.500,0.97,0.50,-0.19,0.217,0.242,0.151,0.064,5.27,5.75,5.26
-100,100,100,-0.500,0.500,0.500,0.98,0.29,-0.11,0.216,0.199,0.129,0.052,5.32,5.77,5.25
-100,125,100,-0.500,0.625,0.500,0.98,0.19,-0.06,0.204,0.185,0.123,0.045,5.31,5.76,5.26
-100,150,100,-0.500,0.750,0.500,0.97,0.14,-0.04,0.221,0.171,0.121,0.046,5.33,5.76,5.24
-100,200,100,-0.500,1.000,0.500,0.97,0.09,-0.02,0.225,0.162,0.123,0.046,5.29,5.75,5.25
-75,60,100,-0.375,0.300,0.500,0.08,0.06,0.05,0.463,0.185,0.208,0.146,5.27,5.79,5.28
-75,75,100,-0.375,0.375,0.500,1.03,0.30,-0.11,0.401,0.205,0.199,0.121,5.29,5.76,5.27
-75,100,100,-0.375,0.500,0.500,1.11,0.27,-0.11,0.223,0.214,0.139,0.057,5.31,5.77,5.27
-75,125,100,-0.375,0.625,0.500,1.04,0.16,-0.06,0.216,0.187,0.125,0.049,5.28,5.76,5.24
-75,150,100,-0.375,0.750,0.500,1.03,0.12,-0.04,0.200,0.167,0.120,0.041,5.32,5.77,5.26
-75,200,100,-0.375,1.000,0.500,1.00,0.08,-0.02,0.216,0.162,0.121,0.044,5.29,5.76,5.26
-50,60,100,-0.250,0.300,0.500,0.00,-0.01,0.06,0.484,0.224,0.233,0.170,5.28,5.76,5.24
-50,75,100,-0.250,0.375,0.500,0.65,0.04,-0.04,0.563,0.214,0.225,0.207,5.33,5.80,5.28
-50,100,100,-0.250,0.500,0.500,1.14,0.18,-0.09,0.262,0.207,0.150,0.067,5.30,5.78,5.26
-50,125,100,-0.250,0.625,0.500,1.06,0.13,-0.06,0.221,0.185,0.126,0.049,5.30,5.76,5.24
-50,150,100,-0.250,0.750,0.500,1.05,0.11,-0.03,0.205,0.173,0.124,0.044,5.32,5.75,5.27
-50,200,100,-0.250,1.000,0.500,1.02,0.07,-0.01,0.212,0.161,0.120,0.043,5.29,5.77,5.26
-25,60,100,-0.125,0.300,0.500,0.06,-0.03,0.04,0.467,0.228,0.261,0.169,5.32,5.78,5.25
-25,75,100,-0.125,0.375,0.500,0.44,-0.04,0.00,0.579,0.248,0.233,0.226,5.32,5.77,5.27
-25,100,100,-0.125,0.500,0.500,1.02,0.06,-0.05,0.350,0.191,0.170,0.094,5.32,5.77,5.27
-25,125,100,-0.125,0.625,0.500,1.08,0.08,-0.05,0.220,0.187,0.133,0.051,5.30,5.75,5.27
-25,150,100,-0.125,0.750,0.500,1.05,0.06,-0.03,0.208,0.168,0.122,0.043,5.31,5.75,5.27
-25,200,100,-0.125,1.000,0.500,0.98,0.06,-0.02,0.197,0.164,0.117,0.040,5.33,5.77,5.26
0,60,100,0.000,0.300,0.500,0.19,0.07,-0.01,0.491,0.277,0.276,0.197,5.33,5.78,5.25
0,75,100,0.000,0.375,0.500,0.45,-0.01,0.01,0.547,0.285,0.235,0.218,5.29,5.74,5.26
0,100,100,0.000,0.500,0.500,0.91,0.00,-0.03,0.385,0.210,0.191,0.114,5.34,5.78,5.25
0,125,100,0.000,0.625,0.500,1.08,0.04,-0.04,0.243,0.189,0.145,0.058,5.30,5.76,5.27
0,150,100,0.000,0.750,0.500,1.05,0.04,-0.02,0.209,0.167,0.125,0.044,5.32,5.78,5.28
0,200,100,0.000,1.000,0.500,0.99,0.04,-0.01,0.201,0.160,0.119,0.040,5.33,5.75,5.29
10,0,100,0.050,0.000,0.500,-0.06,0.05,0.13,0.119,0.169,0.146,0.032,5.34,5.80,5.25
10,25,100,0.050,0.125,0.500,-0.02,0.15,0.11,0.119,0.158,0.152,0.031,5.32,5.78,5.30
10,40,100,0.050,0.200,0.500,0.01,0.18,0.12,0.129,0.162,0.167,0.035,5.32,5.79,5.26
10,50,100,0.050,0.250,0.500,0.15,0.09,0.08,0.283,0.226,0.187,0.083,5.31,5.75,5.28
10,60,100,0.050,0.300,0.500,0.29,0.06,0.03,0.437,0.264,0.251,0.162,5.30,5.77,5.27
10,75,100,0.050,0.375,0.500,0.52,-0.01,-0.01,0.509,0.287,0.241,0.200,5.33,5.77,5.29
10,100,100,0.050,0.500,0.500,0.96,-0.02,-0.03,0.389,0.205,0.194,0.116,5.32,5.73,5.27
10,125,100,0.050,0.625,0.500,1.07,0.02,-0.03,0.251,0.178,0.146,0.058,5.30,5.77,5.27
10,150,100,0.050,0.750,0.500,1.06,0.03,-0.02,0.212,0.168,0.123,0.044,5.33,5.77,5.27
10,200,100,0.050,1.000,0.500,1.02,0.03,-0.01,0.202,0.156,0.122,0.040,5.33,5.77,5.27
25,0,100,0.125,0.000,0.500,-0.16,0.04,0.11,0.158,0.190,0.150,0.042,5.32,5.77,5.28
25,25,100,0.125,0.125,0.500,-0.09,0.12,0.08,0.166,0.175,0.165,0.043,5.35,5.77,5.30
25,40,100,0.125,0.200,0.500,0.03,0.08,0.09,0.201,0.209,0.177,0.058,5.34,5.78,5.28
25,50,100,0.125,0.250,0.500,0.21,0.03,0.07,0.359,0.230,0.206,0.112,5.35,5.79,5.27
25,60,100,0.125,0.300,0.500,0.36,0.01,0.04,0.439,0.248,0.251,0.159,5.32,5.77,5.26
25,75,100,0.125,0.375,0.500,0.55,-0.03,0.00,0.480,0.257,0.232,0.175,5.33,5.75,5.29
25,100,100,0.125,0.500,0.500,0.86,-0.04,-0.03,0.413,0.210,0.196,0.126,5.37,5.76,5.27
25,125,100,0.125,0.625,0.500,1.07,0.00,-0.03,0.256,0.187,0.147,0.061,5.33,5.74,5.28
25,150,100,0.125,0.750,0.500,1.05,0.02,-0.01,0.221,0.161,0.130,0.046,5.32,5.75,5.25
25,200,100,0.125,1.000,0.500,1.03,0.03,0.00,0.219,0.154,0.124,0.044,5.30,5.77,5.25
50,0,100,0.250,0.000,0.500,-0.23,0.03,0.05,0.193,0.219,0.184,0.059,5.35,5.78,5.26
50,25,100,0.250,0.125,0.500,-0.10,0.00,0.07,0.224,0.244,0.194,0.074,5.32,5.75,5.30
50,40,100,0.250,0.200,0.500,0.08,-0.04,0.06,0.287,0.252,0.215,0.096,5.32,5.74,5.32
50,50,100,0.250,0.250,0.500,0.25,-0.06,0.06,0.385,0.244,0.237,0.132,5.33,5.77,5.30
50,60,100,0.250,0.300,0.500,0.40,-0.08,0.04,0.451,0.251,0.236,0.161,5.32,5.74,5.31
50,75,100,0.250,0.375,0.500,0.59,-0.08,-0.01,0.437,0.241,0.243,0.154,5.35,5.75,5.28
50,100,100,0.250,0.500,0.500,0.86,-0.06,-0.02,0.377,0.218,0.194,0.114,5.34,5.77,5.31
50,125,100,0.250,0.625,0.500,1.01,-0.04,-0.02,0.282,0.174,0.150,0.066,5.33,5.73,5.32
50,150,100,0.250,0.750,0.500,1.03,-0.01,-0.01,0.222,0.164,0.124,0.046,5.35,5.75,5.28
50,200,100,0.250,1.000,0.500,0.99,0.01,0.00,0.209,0.157,0.124,0.042,5.33,5.75,5.33
75,0,100,0.375,0.000,0.500,-0.18,0.03,0.02,0.194,0.264,0.213,0.076,5.34,5.76,5.29
75,25,100,0.375,0.125,0.500,-0.05,-0.06,0.03,0.252,0.267,0.228,0.094,5.33,5.75,5.31
75,40,100,0.375,0.200,0.500,0.12,-0.10,0.05,0.335,0.256,0.243,0.118,5.35,5.76,5.28
75,50,100,0.375,0.250,0.500,0.31,-0.12,0.03,0.413,0.248,0.248,0.147,5.32,5.75,5.30
75,60,100,0.375,0.300,0.500,0.44,-0.12,0.02,0.423,0.240,0.245,0.148,5.35,5.76,5.30
75,75,100,0.375,0.375,0.500,0.64,-0.11,-0.01,0.433,0.228,0.233,0.147,5.33,5.76,5.29
75,100,100,0.375,0.500,0.500,0.84,-0.10,-0.01,0.388,0.194,0.195,0.113,5.33,5.74,5.30
75,125,100,0.375,0.625,0.500,0.98,-0.06,-0.01,0.279,0.174,0.153,0.066,5.31,5.75,5.27
75,150,100,0.375,0.750,0.500,1.03,-0.04,-0.01,0.227,0.154,0.128,0.046,5.35,5.77,5.29
75,200,100,0.375,1.000,0.500,1.01,-0.01,0.00,0.204,0.156,0.121,0.040,5.34,5.74,5.29
100,0,100,0.500,0.000,0.500,-0.09,0.01,-0.01,0.198,0.295,0.233,0.090,5.35,5.75,5.30
100,25,100,0.500,0.125,0.500,0.04,-0.08,0.01,0.269,0.298,0.235,0.108,5.32,5.74,5.31
100,40,100,0.500,0.200,0.500,0.21,-0.12,0.01,0.349,0.266,0.244,0.126,5.35,5.77,5.30
100,50,100,0.500,0.250,0.500,0.36,-0.13,0.01,0.386,0.256,0.252,0.139,5.36,5.77,5.30
100,60,100,0.500,0.300,0.500,0.45,-0.14,0.01,0.429,0.249,0.250,0.155,5.33,5.76,5.27
100,75,100,0.500,0.375,0.500,0.61,-0.14,-0.01,0.421,0.233,0.230,0.142,5.34,5.77,5.29
100,100,100,0.500,0.500,0.500,0.84,-0.11,-0.01,0.365,0.197,0.188,0.104,5.35,5.73,5.29
100,125,100,0.500,0.625,0.500,0.95,-0.08,-0.01,0.261,0.175,0.150,0.061,5.34,5.76,5.32
100,150,100,0.500,0.750,0.500,1.02,-0.04,-0.01,0.242,0.156,0.135,0.051,5.35,5.76,5.32
100,200,100,0.500,1.000,0.500,1.02,-0.01,0.00,0.215,0.151,0.119,0.042,5.35,5.77,5.32
150,0,100,0.750,0.000,0.500,0.13,0.00,-0.05,0.214,0.325,0.249,0.107,5.37,5.74,5.32
150,25,100,0.750,0.125,0.500,0.22,-0.08,-0.05,0.271,0.309,0.251,0.116,5.36,5.73,5.34
150,40,100,0.750,0.200,0.500,0.33,-0.10,-0.04,0.332,0.295,0.248,0.129,5.35,5.75,5.29
150,50,100,0.750,0.250,0.500,0.44,-0.12,-0.02,0.366,0.265,0.235,0.130,5.34,5.73,5.30
150,60,100,0.750,0.300,0.500,0.50,-0.13,-0.02,0.372,0.243,0.228,0.125,5.32,5.74,5.30
150,75,100,0.750,0.375,0.500,0.64,-0.13,-0.01,0.352,0.226,0.213,0.111,5.35,5.75,5.32
150,100,100,0.750,0.500,0.500,0.81,-0.10,-0.01,0.328,0.192,0.187,0.090,5.37,5.76,5.32
150,125,100,0.750,0.625,0.500,0.89,-0.08,0.00,0.282,0.163,0.153,0.065,5.35,5.75,5.30
150,150,100,0.750,0.750,0.500,0.99,-0.06,0.00,0.244,0.155,0.137,0.051,5.35,5.77,5.31
150,200,100,0.750,1.000,0.500,0.99,-0.02,0.00,0.218,0.155,0.123,0.043,5.32,5.76,5.29
200,0,100,1.000,0.000,0.500,0.32,0.00,-0.09,0.215,0.315,0.236,0.101,5.32,5.76,5.30
200,25,100,1.000,0.125,0.500,0.38,-0.07,-0.06,0.261,0.297,0.245,0.108,5.36,5.74,5.33
200,40,100,1.000,0.200,0.500,0.47,-0.08,-0.05,0.304,0.273,0.229,0.110,5.35,5.72,5.31
200,50,100,1.000,0.250,0.500,0.53,-0.10,-0.04,0.315,0.253,0.228,0.108,5.35,5.74,5.30
200,60,100,1.000,0.300,0.500,0.56,-0.09,-0.04,0.316,0.243,0.227,0.105,5.35,5.75,5.32
200,75,100,1.000,0.375,0.500,0.65,-0.10,-0.03,0.319,0.219,0.203,0.095,5.36,5.77,5.35
200,100,100,1.000,0.500,0.500,0.81,-0.08,-0.02,0.292,0.195,0.184,0.079,5.34,5.77,5.33
200,125,100,1.000,0.625,0.500,0.86,-0.07,-0.01,0.276,0.165,0.157,0.064,5.35,5.75,5.30
200,150,100,1.000,0.750,0.500,0.91,-0.06,-0.01,0.244,0.154,0.135,0.051,5.37,5.75,5.33
200,200,100,1.000,1.000,0.500,0.96,-0.02,0.00,0.214,0.150,0.120,0.041,5.36,5.77,5.31
250,0,100,1.250,0.000,0.500,0.47,0.00,-0.09,0.221,0.296,0.223,0.093,5.40,5.72,5.36
250,25,100,1.250,0.125,0.500,0.51,-0.04,-0.07,0.241,0.283,0.222,0.094,5.36,5.74,5.35
250,40,100,1.250,0.200,0.500,0.56,-0.06,-0.07,0.272,0.260,0.219,0.095,5.36,5.75,5.32
250,50,100,1.250,0.250,0.500,0.60,-0.05,-0.07,0.283,0.253,0.221,0.096,5.35,5.74,5.34
250,60,100,1.250,0.300,0.500,0.64,-0.07,-0.05,0.297,0.238,0.204,0.093,5.35,5.74,5.33
250,75,100,1.250,0.375,0.500,0.71,-0.07,-0.04,0.300,0.214,0.194,0.087,5.36,5.75,5.32
250,100,100,1.250,0.500,0.500,0.83,-0.07,-0.03,0.282,0.190,0.174,0.073,5.37,5.75,5.34
250,125,100,1.250,0.625,0.500,0.89,-0.05,-0.01,0.266,0.165,0.154,0.061,5.34,5.71,5.33
250,150,100,1.250,0.750,0.500,0.94,-0.04,-0.01,0.233,0.157,0.135,0.049,5.35,5.71,5.34
250,200,100,1.250,1.000,0.500,0.99,-0.03,0.00,0.219,0.146,0.126,0.043,5.36,5.76,5.33
300,0,100,1.500,0.000,0.500,0.55,0.00,-0.09,0.218,0.273,0.213,0.084,5.37,5.74,5.34
300,25,100,1.500,0.125,0.500,0.59,-0.02,-0.08,0.240,0.262,0.208,0.085,5.36,5.74,5.33
300,40,100,1.500,0.200,0.500,0.64,-0.04,-0.07,0.252,0.242,0.206,0.082,5.37,5.72,5.36
300,50,100,1.500,0.250,0.500,0.67,-0.05,-0.06,0.266,0.235,0.200,0.083,5.37,5.76,5.32
300,60,100,1.500,0.300,0.500,0.67,-0.04,-0.05,0.263,0.231,0.187,0.079,5.36,5.72,5.36
300,75,100,1.500,0.375,0.500,0.73,-0.06,-0.05,0.268,0.205,0.179,0.073,5.37,5.75,5.41
300,100,100,1.500,0.500,0.500,0.85,-0.05,-0.03,0.275,0.183,0.170,0.069,5.34,5.73,5.45
300,125,100,1.500,0.625,0.500,0.88,-0.05,-0.02,0.256,0.169,0.151,0.059,5.37,5.70,5.46
300,150,100,1.500,0.750,0.500,0.94,-0.04,-0.01,0.226,0.155,0.137,0.047,5.37,5.73,5.46
300,200,100,1.500,1.000,0.500,0.97,-0.02,0.00,0.221,0.146,0.125,0.043,5.35,5.72,5.46
400,0,100,2.000,0.000,0.500,0.65,-0.01,-0.05,0.214,0.223,0.186,0.065,5.36,5.72,5.51
400,25,100,2.000,0.125,0.500,0.68,-0.03,-0.05,0.217,0.223,0.177,0.064,5.35,5.70,5.53
400,40,100,2.000,0.200,0.500,0.71,-0.04,-0.05,0.232,0.212,0.180,0.066,5.38,5.73,5.48
400,50,100,2.000,0.250,0.500,0.71,-0.02,-0.04,0.236,0.212,0.179,0.066,5.37,5.72,5.51
